0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55
131 0.47546 0.02664 0.7255 0.09034 0.02046 0.29363 0.42749 0.04866 -0.91021 0.00349 0.47189 0.36317 -0.24584 0.46769 0.27819 0.06499 0.45515 -0.25338 0.45818 0.704 0.12284 0.00948 0.33595 0.42835 0.01689 -0.81197 0.04244 -0.77395 0.74054 0.52643 0.18015 0.71116 -0.97766 0.66963 0.07689 -0.3033 -0.26813 0.06999 0.52864 0.03716 0.33458 0.40177 0.01644 -0.92859 0.02899 0.12097 0.27566 -0.96363 0.22214 0.36416 -0.13008 0.37608 -0.89348 0.04398 -0.94639
132 -1.53728 -0.00073 -0.95665 -0.31917 0.00131 0.0423 -0.77864 0.00867 0.01846 -0.00172 -1.52707 -0.425 1.03342 -1.52293 -1.40955 -0.06177 -1.53075 -1.49408 -1.51899 -0.92717 -0.28136 -0.00163 0.06541 -0.81365 0.00784 0.02773 -0.00119 0.52977 -0.94014 -0.76201 0.00801 -0.93854 -0.78232 -0.94098 -0.29411 -0.43871 0.73187 -0.31847 -0.32681 -0.34401 0.07508 -0.80613 0.00331 0.01628 0.00445 -0.65045 0.07157 0.01126 0.04217 -0.79227 -0.72046 -0.72909 0.02568 0.00867 0.0258
133 0.05635 0.01069 1.14658 -0.1089 0.0235 0.75624 -0.26168 0.04733 -0.51828 0.12247 0.09835 -0.72638 0.11955 0.06124 -0.53887 0.09621 0.04127 0.40208 -0.07252 1.19956 -0.09414 0.00329 0.76005 -0.22388 0.03561 -0.50473 0.18722 -0.87469 1.19014 0.3073 -0.41731 1.16768 0.4575 0.85387 -0.11948 -0.84536 0.33585 -0.19836 0.24132 -0.26818 0.78074 -0.25773 0.01964 -0.55141 0.19198 -0.25067 0.78856 -0.07533 0.60958 -0.30455 0.19114 -0.30626 -0.64444 0.22222 -0.39242
134 -0.76851 -0.02713 0.09948 -0.02374 -0.0124 0.06603 0.1346 -0.08912 0.30635 -0.02649 -0.66588 -0.4443 0.45455 -0.70264 -0.51964 -0.38851 -0.74782 -0.54497 -0.69429 0.13429 0.08838 -0.02181 0.03331 0.20113 -0.06704 0.27671 -0.02648 -0.26626 0.07581 -0.10523 0.10637 0.04581 -0.11037 0.04178 0.09047 -0.07386 -0.10958 0.27087 -0.44728 0.07017 0.05954 0.25565 -0.04195 0.28188 -0.00662 0.40986 0.04539 0.13084 0.00795 0.32344 0.11851 0.26148 0.27603 -0.01614 0.21049
135 -0.16129 0.01171 -0.17612 -0.21981 0.01893 -0.02009 -0.63133 0.01467 -0.22055 0.01051 -0.21462 -0.12271 0.16928 -0.16167 -0.14846 0.16957 -0.22695 -0.05354 -0.13617 -0.16548 -0.20831 0.01413 -0.02222 -0.71223 0.00882 -0.23694 -0.00219 -0.10835 -0.1433 -0.1581 -0.39986 -0.19414 -0.10446 -0.09476 -0.16488 -0.25398 0.59827 -0.26416 -0.01865 -0.12439 0.0042 -0.70597 0.02275 -0.21053 0.00165 -0.3949 -0.03647 -0.13586 0.03616 -0.73149 -0.24286 -0.58696 -0.2512 0.00791 -0.12349
136 0.37769 -0.08121 -0.20889 0.91117 -0.07093 -0.04349 0.66083 -0.05978 -0.77349 -0.03435 0.35028 0.65139 -0.53709 0.22313 0.38052 -0.10072 0.36879 0.49419 0.36357 -0.27386 0.9929 -0.04571 -0.17593 0.61151 -0.01865 -0.759 -0.12779 0.75096 -0.32586 -0.1492 0.992 -0.22875 -0.51333 -0.2319 1.01535 0.81178 -0.15128 1.01826 0.41549 0.80937 -0.15302 0.47438 -0.05585 -0.75791 -0.08004 0.779 -0.14556 -0.6554 -0.06909 0.64658 1.04142 0.67699 -0.71099 -0.07557 -0.78917
137 0.51052 -0.07424 -0.72763 0.11753 -0.01944 -0.04269 0.54142 -0.0031 0.48424 -0.03228 0.4541 -0.45872 -0.44959 0.6225 0.53723 0.42329 0.47518 0.18528 0.63776 -0.77402 0.27138 0.00578 -0.15839 0.4755 0.03011 0.42763 -0.14311 0.42412 -0.59695 -0.62836 -0.02895 -0.2785 0.93609 -0.72352 0.33969 0.20754 -0.29782 0.16226 -0.47171 0.23431 -0.05011 0.49951 -0.06553 0.3028 -0.06937 0.68296 0.00013 0.60183 0.01539 0.19382 -0.06309 0.63843 0.4203 -0.08088 0.55108
138 -0.48238 -0.01097 0.07387 -0.10896 -0.01096 -0.04415 -0.61276 -0.02805 -0.52951 -0.08146 -0.48045 -0.36816 0.13521 -0.48064 -0.59636 -0.22238 -0.50055 -0.31269 -0.49132 0.03673 -0.11558 -0.00335 -0.07737 -0.59244 -0.00882 -0.55418 -0.07434 -0.26153 0.02704 0.02642 -0.51002 0.02319 -0.58344 0.02858 -0.10904 -0.08477 0.27802 -0.13349 0.30886 -0.05192 -0.08096 -0.56398 -0.00621 -0.52844 -0.07813 -0.73749 -0.11205 -0.50849 -0.10849 -0.57693 -0.18302 -0.5718 -0.5355 -0.09666 -0.48414
139 -0.71927 0.0047 -1.49364 0.21338 -0.00044 0.19384 -0.3069 0.009 0.52943 -0.00324 -0.73591 0.73254 0.05254 -0.74331 -0.5914 0.22896 -0.75472 -0.65898 -0.7337 -1.49842 0.17253 0.00705 0.13451 -0.3169 0.00701 0.51586 0.01998 1.10208 -1.49207 -0.87073 0.94968 -1.51395 -0.33152 -1.46512 0.20189 0.01769 0.04857 0.13903 -0.11392 0.2105 0.17564 -0.31757 0.00142 0.52406 0.01252 -0.34199 0.15 0.64449 0.09178 -0.35472 -0.37126 -0.31818 0.43618 0.01274 0.51662
140 -0.04176 0.02141 -0.14085 -0.04395 0.01876 -0.26267 -0.04689 0.01113 -0.6698 -0.05809 -0.06469 0.11738 0.06129 -0.05252 0.32661 0.01416 -0.05375 0.55459 0.04228 -0.06774 0.01468 -0.00431 -0.22261 -0.079 0.00365 -0.53033 -0.02349 0.05231 -0.13919 -0.18215 0.08609 -0.10011 -0.1595 -0.16778 -0.01043 0.23663 0.06915 -0.0041 0.46833 -0.00272 -0.22615 -0.06108 0.00467 -0.58546 -0.03001 0.30919 -0.22642 -0.78825 -0.21714 -0.06809 0.57914 0.0167 -0.56673 -0.03133 -0.74266
141 -0.23122 0.02487 0.5721 -0.03653 0.02542 0.39241 -0.83125 0.00888 -0.2718 -0.00749 -0.14927 -0.80817 -0.22527 -0.13333 -0.72491 -0.04526 -0.18979 -0.08429 -0.22536 0.65455 0.0554 -0.00751 0.54268 -0.78841 -0.00981 -0.23163 0.00672 -0.30092 0.59872 0.34954 -1.01238 0.5981 -0.18754 0.58111 -0.01773 -0.09967 -0.12221 0.01995 -0.00804 -0.00518 0.5263 -0.76138 -0.00052 -0.23565 0.00044 -0.96075 0.46461 -0.05153 0.40215 -0.73123 -0.42418 -0.80861 -0.20469 -0.01205 -0.27206
142 0.54383 -0.02066 -0.12795 0.96146 -0.02243 -0.06187 0.38171 -0.04428 -0.53948 -0.02029 0.45841 0.47937 -0.70745 0.54381 0.54239 0.00992 0.48312 0.55581 0.59552 -0.07882 1.0459 -0.01058 -0.03883 0.28983 -0.03164 -0.5006 -0.04876 1.08714 -0.12877 -0.14511 0.24102 -0.17721 -0.84075 -0.15696 1.02465 0.81494 -0.70136 0.94797 -0.00748 0.96278 -0.01638 0.38223 -0.02231 -0.48031 -0.02673 0.33053 -0.03664 -0.41744 -0.06224 0.33495 0.49014 0.41454 -0.34698 -0.06127 -0.48824
143 0.98227 -0.11023 0.54069 0.4129 -0.09105 0.04378 0.50519 -0.13395 0.45703 -0.0292 0.81879 -0.11993 -0.59632 0.84649 0.70539 -0.16281 0.6489 -0.19865 1.01334 0.6629 0.66029 0.00062 -0.02698 0.27168 -0.1053 0.37371 -0.20999 -0.03376 0.63493 0.54941 -0.47646 0.33558 -0.57931 0.51016 0.64052 0.44704 -0.59057 0.34205 -0.58939 0.41747 0.03957 0.27293 -0.10257 0.32243 -0.1894 0.16286 -0.2021 0.1508 0.01531 0.36254 -0.0119 0.61028 0.50905 -0.22905 0.50499
144 0.14326 0.02436 0.4284 0.43267 0.00425 -0.19824 -0.50432 -0.02163 -0.70145 0.00954 0.05681 -0.26729 -0.09532 0.1013 0.15736 0.30035 0.08461 0.76303 0.13814 0.47986 0.48041 0.00404 -0.17567 -0.477 0.00455 -0.60191 0.05897 0.03836 0.45273 0.16626 -0.52899 0.39656 -0.03273 0.30717 0.46075 0.10742 -0.34783 0.29877 0.66411 0.27062 -0.17964 -0.46018 0.00073 -0.69538 0.05565 -0.0381 -0.10102 -0.04729 -0.2632 -0.51935 -0.05404 -0.544 -0.7618 0.01249 -0.75971
145 -0.84478 0.02115 -0.31888 -0.30369 0.0097 0.11973 -0.24888 0.02012 0.1857 0.00195 -0.8304 -0.26092 0.63303 -0.85208 -0.77854 0.16001 -0.84602 0.30231 -0.75506 -0.21639 -0.21835 0.00685 0.22712 -0.33838 0.00461 0.17461 0.02606 -0.22155 -0.29785 -0.58449 -0.01241 -0.23237 0.64871 -0.30396 -0.25798 -0.56901 0.51878 -0.223 0.25835 -0.2475 0.17247 -0.32556 0.00973 0.16177 0.01013 -0.05735 0.20905 -0.00904 0.09558 -0.33513 0.01606 -0.12971 0.15388 0.01989 0.22479
146 -0.71789 -0.01098 0.42259 0.46956 -0.00775 0.14926 -0.51872 0.00213 0.42641 -0.00994 -0.69072 -0.5047 0.25234 -0.7071 -0.37484 0.38673 -0.72463 0.06267 -0.63397 0.3512 0.31195 0.00728 0.10912 -0.40877 0.02198 0.3637 -0.03299 0.10741 0.40393 0.15985 -0.59799 0.39257 0.22669 0.40655 0.35045 0.33966 -0.01445 0.28268 0.01002 0.49763 0.19739 -0.45625 0.0051 0.37454 -0.01874 -0.39713 0.14377 0.02615 0.16657 -0.45215 -0.14417 -0.46645 0.35654 -0.0332 0.39031
147 0.30016 0.00145 -0.67952 -0.04676 0.00941 -0.34566 0.29616 0.01425 -0.68135 -0.05365 0.24805 0.84155 -0.35645 0.18837 0.41694 -0.1622 0.21026 0.44169 0.34359 -0.71101 -0.03594 0.02013 -0.35521 0.29656 0.0116 -0.70424 -0.06742 0.42947 -0.76093 -0.48315 -0.0569 -0.72556 -0.43553 -0.72575 -0.06185 0.28903 -0.56314 -0.09258 0.70685 -0.01801 -0.3539 0.26488 0.0116 -0.63529 -0.05711 0.05495 -0.34952 -0.51417 -0.33694 0.25433 0.10105 0.29488 -0.74304 -0.05302 -0.70247
148 -0.89783 -0.03115 -0.57421 -0.01906 -0.01515 0.05208 0.24265 -0.03878 0.74991 -0.00297 -0.89003 -0.26885 0.84076 -0.92848 -0.99034 0.3143 -0.87731 0.04232 -0.81476 -0.61213 0.00309 -0.01832 0.0218 0.24459 -0.00744 0.74106 -0.04895 0.68447 -0.61002 -0.57029 0.64444 -0.60557 0.92389 -0.42389 -0.02395 -0.13438 -0.17926 0.01735 -0.74963 -0.00105 0.04217 0.25493 -0.0115 0.71239 -0.01746 0.13105 0.0264 0.65005 0.02959 0.24677 -0.13452 0.27935 0.67181 -0.04597 0.78013
149 -0.10196 -0.01235 -0.75597 -0.27349 -0.009 0.03561 -0.24178 -0.02008 0.68534 0.00374 -0.13285 0.56634 0.1133 -0.14175 0.05349 0.12795 -0.13674 -0.47656 -0.11193 -0.83494 -0.37106 -0.00276 -0.01254 -0.27864 -0.00731 0.64929 -0.0099 0.13878 -0.79015 -0.24004 -0.11302 -0.86254 0.08858 -0.79039 -0.34066 -0.32709 -0.2723 -0.40245 -0.08506 -0.37411 0.00459 -0.3001 -0.02194 0.62648 -0.00686 -0.06169 -0.00085 0.42465 -0.02253 -0.23803 0.04832 -0.27506 0.68396 -0.00338 0.65679
150 -0.05499 0.10151 0.04609 0.07904 0.07637 0.14521 0.0474 0.07132 0.90425 0.0776 -0.08516 -0.0548 -0.03041 -0.07283 -0.2423 -0.01847 -0.06436 -0.57381 -0.20993 0.04423 0.10716 0.03499 0.27807 -0.00599 0.03205 0.91684 0.22054 -0.11477 0.10898 -0.08358 -0.11087 0.10077 -0.49822 -0.07778 0.09387 -0.10823 -0.01969 0.09331 -0.55366 -0.06659 0.21127 -0.03817 0.02709 0.86788 0.16635 -0.11809 0.19577 0.77529 0.13573 -0.04427 -0.30542 -0.10494 0.89085 0.1644 0.76548
151 -0.06057 0.01865 0.07562 -0.27068 -0.00186 0.01727 -0.00813 0.02401 -0.1298 0.11484 -0.00272 -0.08647 -0.06016 -0.04393 0.16025 -0.17214 -0.09702 0.03218 -0.18594 -0.10154 -0.35519 0.01542 0.00256 -0.02004 0.01826 -0.25194 0.14371 -0.04779 -0.01829 -0.07465 -0.25417 -0.02873 0.22139 -0.10679 -0.2935 -0.14077 -0.30227 -0.29983 -0.07861 -0.31503 0.02601 0.00517 0.0017 -0.20271 0.12918 0.19671 -0.0392 -0.06727 0.0396 -0.0653 0.09676 -0.03947 -0.1759 0.10523 -0.01628
152 -0.03965 -0.00351 -0.73632 -0.18038 0.0054 -0.18194 -0.17514 -0.00267 0.09283 0.04343 0.00487 0.74864 0.12661 -0.0086 0.09546 0.06792 -0.02954 -0.38911 -0.1071 -0.76262 -0.07805 -0.00684 -0.20525 -0.12656 -0.00635 0.17604 0.07273 0.57211 -0.77537 -0.47609 0.6284 -0.72903 -0.76983 -0.69204 -0.12455 -0.21266 -0.03905 -0.16176 -0.49626 -0.21132 -0.20984 -0.14197 0.00028 0.16829 0.06791 -0.03729 -0.2352 -0.30565 -0.19109 -0.16794 -0.60412 -0.24305 0.11118 0.06883 0.15847
153 -0.54806 0.00906 0.28702 0.1759 0.01408 0.3077 -0.26276 0.01709 -0.74834 0.02284 -0.57904 -0.291 0.418 -0.61432 -0.39163 0.24164 -0.57203 0.13148 -0.45193 0.25262 0.10097 0.017 0.27741 -0.24962 0.00614 -0.76673 -0.00502 -0.16109 0.25797 0.12347 -0.32454 0.28752 -0.33416 0.36911 0.12368 0.0372 0.10211 0.13882 0.43127 0.25341 0.29694 -0.30416 0.01647 -0.76107 -3e-05 -0.36318 0.35715 -0.55609 0.29745 -0.26957 0.59541 -0.17669 -0.72287 0.01377 -0.65951
154 0.08911 -0.00292 0.10175 -0.04142 0.00964 -0.05306 0.53481 -0.00568 1.18156 0.01125 0.11046 0.22985 0.12602 0.04816 0.00071 0.2603 0.04866 0.68916 0.14364 0.13185 0.02127 -0.01784 -0.0804 0.6347 -0.01436 1.27786 0.02256 -0.25752 0.17239 -0.07432 0.18239 0.07734 0.10469 0.09992 -0.00469 -0.05091 -0.28532 -0.09082 -1.21616 -0.02342 0.01848 0.58261 0.00376 1.26941 0.03753 -0.03482 -0.09519 -0.1237 -0.14202 0.50787 -0.21625 0.52276 1.12158 0.00095 1.10568
155 -0.08618 0.03581 0.87802 0.65383 0.01669 0.06658 -0.85111 0.04153 0.06226 -0.01021 -0.01462 -0.13954 0.25524 -0.107 -0.10849 0.04 -0.0295 0.17889 -0.03384 0.97157 0.58413 0.00518 0.16496 -0.81163 0.00137 0.08978 0.02821 -0.14123 0.89413 0.4647 -0.31873 0.99809 0.18493 0.90486 0.52363 0.5582 0.51641 0.64899 0.53091 0.68802 0.10987 -0.88714 -0.00395 -0.00361 -0.00091 -0.66603 0.13528 0.04106 0.08565 -0.82148 -0.15473 -0.8142 0.10717 0.03452 0.11271
156 0.14694 -0.01679 -0.55152 -0.43469 -0.03112 -0.01882 0.45165 -0.03565 0.0143 -0.01496 0.08648 0.06929 0.20736 0.01043 0.25106 -0.13996 0.1362 0.20193 0.12083 -0.55566 -0.54383 0.00664 -0.08817 0.40831 -0.04909 -0.10066 -0.00379 -0.12133 -0.49271 -0.53743 -0.52136 -0.61475 0.03001 -0.59525 -0.40134 -0.50117 -0.39653 -0.37329 0.05568 -0.47241 -0.0812 0.41807 -0.07613 0.00539 -0.00225 0.40525 -0.0967 0.06885 -0.05168 0.44938 -0.22997 0.43453 0.03179 -0.03698 -0.00579
157 -0.06107 0.03403 0.27628 -0.04063 -0.00102 0.15548 -0.04587 -0.00765 -0.4442 0.01766 -0.07336 -0.11673 0.12617 -0.03437 -0.20898 0.03185 -0.00781 0.46273 -0.12651 0.20719 -0.03234 0.02106 0.1973 -0.02938 -0.00187 -0.31214 0.04661 0.3873 0.18764 0.28059 0.18226 0.32245 0.18158 0.27523 -0.03462 -0.18825 -0.04313 0.05867 0.37935 -0.11797 0.18692 -0.00348 -0.02139 -0.3976 0.0291 -0.1858 0.18046 -0.29356 0.14419 0.00188 0.25842 -0.12304 -0.26748 0.02125 -0.38332
158 -0.66417 0.02156 0.44724 -0.06509 0.01682 0.13442 -0.91242 0.01624 -0.23261 0.04656 -0.78162 -0.45919 0.35212 -0.63996 -0.856 0.18341 -0.74954 0.02785 -0.82298 0.40716 -0.15313 0.0223 0.10734 -0.96457 0.03599 -0.37095 0.01314 -0.57151 0.48615 0.21754 -0.02747 0.47024 -0.57202 0.35252 -0.08489 -0.26155 0.68403 -0.11196 0.04575 -0.1381 0.14815 -0.8906 0.00939 -0.29449 0.05211 -0.95235 0.0941 -0.39472 0.07498 -1.03146 0.26401 -0.98291 -0.29711 0.01029 -0.27112
159 0.12321 -0.07663 0.0739 0.5262 -0.07789 -0.24147 0.22617 -0.12441 0.03215 -0.17694 0.10082 0.13784 -0.39392 0.19871 0.28953 -0.04557 0.07819 0.01017 0.28253 -0.02011 0.54113 -0.06454 -0.38174 0.10438 -0.04584 -0.04332 -0.19976 0.18765 0.02373 -0.00222 0.01155 -0.14011 -0.07195 0.01358 0.53519 0.24966 -0.17776 0.42135 0.31294 0.56787 -0.34568 0.26439 -0.10338 -0.04365 -0.15768 0.33137 -0.40625 -0.09425 -0.4438 0.12033 0.1173 0.42131 -0.12092 -0.24587 -0.02779
160 -0.39451 -0.0782 0.34684 0.13046 -0.02228 -0.01918 0.37876 -0.03223 -0.11241 -0.0525 -0.44951 0.26082 -0.00891 -0.41255 -0.41165 -0.09767 -0.42679 -0.0366 -0.35406 0.52354 0.18707 -0.01694 0.10717 0.48821 -0.03722 -0.18857 -0.17764 0.0484 0.47115 0.06826 -0.2127 0.51034 -0.20369 0.35476 0.01018 -0.18983 -0.09534 0.00962 0.05665 -0.13124 0.20669 0.50675 -0.0052 -0.12446 -0.07888 0.21928 0.18801 -0.67601 0.04636 0.53382 -0.21333 0.40335 -0.25842 -0.07636 -0.20627
161 -0.25622 -0.00061 0.18974 -0.19414 0.00781 0.02145 -0.01715 -0.0066 0.11767 -0.01153 -0.12462 -0.75391 0.08263 -0.2078 -0.39596 0.0183 -0.06129 -0.4989 -0.22402 0.23946 -0.07541 -0.01026 0.03156 0.09111 -0.01993 0.12728 -0.00601 -0.73687 0.28266 0.03495 -0.52879 0.19944 -0.13969 0.14189 -0.13781 -0.26306 0.14796 0.05878 -0.32173 -0.11471 0.05144 -0.00276 -0.03202 0.14212 -0.01057 -0.11773 0.06533 0.14849 0.0275 0.18773 -0.25557 0.02417 0.23622 0.01266 0.14841
162 -0.91767 -0.03272 -0.34608 -0.14875 0.01173 0.00879 -1.01881 0.00842 0.13957 -0.02226 -0.9545 0.2012 0.54861 -1.01737 -0.86429 0.03631 -0.99552 -1.20445 -0.87 -0.3154 -0.14959 0.00078 -0.05908 -1.03909 -0.03488 0.02076 -0.04783 0.04233 -0.4373 -0.38403 0.2321 -0.43874 -0.87998 -0.34767 -0.19562 -0.19446 0.75801 -0.19844 -0.41602 -0.10186 -0.01498 -1.05804 0.02522 0.09629 -0.01909 -0.86833 -0.01306 0.07216 0.01018 -1.05446 -1.0079 -0.97536 0.11106 -0.00721 0.14545
163 -0.83663 0.04875 0.51986 0.00738 0.00785 0.00999 -0.591 -0.00344 -0.25087 0.01709 -0.81631 -0.49576 0.70666 -0.79846 -0.70058 0.01994 -0.82609 -0.36705 -0.82104 0.37108 -0.06258 0.00449 0.04702 -0.64231 0.00536 -0.31553 0.06492 -0.51915 0.36176 0.50251 -0.58504 0.42588 -0.14401 0.53591 -0.02766 0.09275 0.47096 -0.00498 0.25559 -0.00538 -0.00497 -0.60484 0.0012 -0.3429 0.03289 -0.48393 -0.00547 -0.16477 0.01744 -0.63027 -0.30644 -0.58311 -0.29366 0.0168 -0.22276
164 0.30834 -0.01011 -0.87441 0.26782 -0.02883 -0.03289 0.69711 -0.00615 -0.3402 -0.03891 0.2922 0.99738 -0.14391 0.32711 0.33113 -0.14362 0.28587 0.78491 0.25011 -0.83285 0.23281 -0.00301 -0.07356 0.66519 0.011 -0.38339 -0.01676 1.19391 -0.79622 -0.75022 1.14591 -0.82247 -0.10057 -0.89349 0.29941 0.31742 -0.25711 0.20582 0.8683 0.22812 -0.10723 0.68389 -0.01106 -0.34658 -0.02755 0.73999 -0.0754 -0.251 -0.11688 0.64985 1.07767 0.65931 -0.4069 -0.01857 -0.32364
165 -0.27137 -0.01539 0.22607 -0.07655 0.00073 0.1406 -0.07433 0.00198 0.03342 -0.00194 -0.26658 0.00211 0.46215 -0.33127 -0.18304 0.15121 -0.27794 0.17356 -0.26681 0.33889 -0.02795 -0.00468 0.1424 -0.09689 -0.0017 0.04712 -0.01046 -0.2114 0.26495 -0.06808 -0.00217 0.17626 0.11742 0.24964 -0.04225 -0.40795 0.18944 -0.10742 -0.23237 -0.08718 0.15766 -0.13372 0.01203 0.04608 0.01124 0.0131 0.11867 0.01452 0.10842 -0.07359 0.15489 -0.10032 0.04857 -0.01903 1e-04
166 -0.93016 0.00315 0.14038 0.90504 0.00209 0.0289 -0.77023 -0.02726 0.19536 -0.01198 -0.99559 -0.63438 0.00232 -0.96089 -0.82529 0.06187 -1.10942 -0.91065 -0.83986 0.01289 0.80431 0.00782 0.0064 -0.73458 -0.01816 0.19494 -0.04206 0.43855 0.1119 0.1185 -0.72754 -0.03871 -0.18692 0.14379 0.85331 0.80493 -0.45527 0.82518 0.18568 0.85897 0.0238 -0.78616 -0.02962 0.17904 -0.04793 -0.78955 -0.04593 0.05944 0.05631 -0.6918 -0.64958 -0.70486 0.30059 -0.06628 0.20106
